City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,Kids Play Areas,Parking,Area (Sq.Ft.),State,Area Type
Gurgaon,Gurgaon,Residential,365000.00,Unfurnished,2,1,,1,0,,0,680,Haryana,Living Area
Gurgaon,Gurgaon,Residential,361500.00,Unfurnished,3,1,,1,1,,0,1070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,360000.00,Unfurnished,3,1,,1,0,,1,1330,Haryana,Living Area
Gurgaon,Gurgaon,Residential,359950.00,Unfurnished,3,1,,1,0,,0,2540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,359900.00,Unfurnished,4,1,,1,0,,0,2470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,347500.00,Unfurnished,3,1,,1,1,,1,1890,Haryana,Living Area
Gurgaon,Gurgaon,Residential,346000.00,Unfurnished,3,1,,1,1,,0,1500,Haryana,Living Area
Gurgaon,Gurgaon,Residential,337500.00,Unfurnished,4,1,,0,1,,0,2330,Haryana,Living Area
Gurgaon,Gurgaon,Residential,335000.00,Unfurnished,3,1,,1,1,,1,1560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,335000.00,Furnished,4,1,,1,1,,1,2280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,334950.00,Furnished,4,1,,0,1,,0,2410,Haryana,Living Area
Gurgaon,Gurgaon,Residential,327000.00,Furnished,3,1,,0,0,,1,1510,Haryana,Living Area
Gurgaon,Gurgaon,Residential,326250.00,Unfurnished,3,1,,0,1,,1,1060,Haryana,Living Area
Gurgaon,Gurgaon,Residential,324950.00,Unfurnished,3,1,,0,1,,0,2050,Haryana,Living Area
Gurgaon,Gurgaon,Residential,315000.00,Furnished,4,1,,1,0,,1,2200,Haryana,Living Area
Gurgaon,Gurgaon,Residential,309950.00,Furnished,4,1,,0,1,,0,1770,Haryana,Living Area
Gurgaon,Gurgaon,Residential,303000.00,Unfurnished,3,1,,0,1,,1,1850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,300000.00,Furnished,5,1,,1,1,,0,1940,Haryana,Living Area
Gurgaon,Gurgaon,Residential,299800.00,Unfurnished,4,1,,1,0,,0,1530,Haryana,Living Area
Gurgaon,Gurgaon,Residential,294000.00,Unfurnished,2,1,,0,1,,1,820,Haryana,Living Area
Gurgaon,Gurgaon,Residential,290000.00,Furnished,2,1,,1,0,,0,850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,265000.00,Furnished,3,1,,0,1,,1,1560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,261500.00,Furnished,3,1,,1,0,,0,1740,Haryana,Living Area
Gurgaon,Gurgaon,Residential,261000.00,Furnished,4,1,,0,1,,0,1390,Haryana,Living Area
Gurgaon,Gurgaon,Residential,253000.00,Furnished,3,1,,1,1,,0,1400,Haryana,Living Area
Gurgaon,Gurgaon,Residential,246500.00,Furnished,3,1,,0,1,,0,1430,Haryana,Living Area
Gurgaon,Gurgaon,Residential,240000.00,Furnished,3,1,,0,0,,1,1090,Haryana,Living Area
Gurgaon,Gurgaon,Residential,233000.00,Unfurnished,3,1,,1,1,,0,1350,Haryana,Living Area
Gurgaon,Gurgaon,Residential,230000.00,Furnished,3,1,,1,1,,1,1450,Haryana,Living Area
Gurgaon,Gurgaon,Residential,229900.00,Unfurnished,3,1,,1,0,,0,1010,Haryana,Living Area
Gurgaon,Gurgaon,Residential,229900.00,Furnished,3,1,,1,1,,1,1440,Haryana,Living Area
Gurgaon,Gurgaon,Residential,226000.00,Unfurnished,4,1,,1,0,,0,1200,Haryana,Living Area
Gurgaon,Gurgaon,Residential,225000.00,Unfurnished,2,1,,0,0,,0,1030,Haryana,Living Area
Gurgaon,Gurgaon,Residential,215000.00,Furnished,4,1,,0,0,,1,1540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,210000.00,Unfurnished,3,1,,1,1,,0,1520,Haryana,Living Area
Gurgaon,Gurgaon,Residential,210000.00,Furnished,3,1,,1,1,,0,1920,Haryana,Living Area
Gurgaon,Gurgaon,Residential,209995.00,Furnished,2,1,,1,0,,0,700,Haryana,Living Area
Gurgaon,Gurgaon,Residential,207950.00,Unfurnished,2,1,,0,0,,1,890,Haryana,Living Area
Gurgaon,Gurgaon,Residential,178500.00,Furnished,2,1,,1,1,,1,740,Haryana,Living Area
Gurgaon,Gurgaon,Residential,175000.00,Unfurnished,3,1,,0,1,,1,1030,Haryana,Living Area
Gurgaon,Gurgaon,Residential,1000000.00,Unfurnished,4,1,,1,1,,1,2610,Haryana,Living Area
Gurgaon,Gurgaon,Residential,917000.00,Unfurnished,4,1,,0,0,,0,3500,Haryana,Living Area
Gurgaon,Gurgaon,Residential,870515.00,Furnished,4,1,,0,0,,1,3600,Haryana,Living Area
Gurgaon,Gurgaon,Residential,869000.00,Unfurnished,2,1,,0,1,,1,1900,Haryana,Living Area
Gurgaon,Gurgaon,Residential,835100.00,Furnished,4,1,,1,1,,1,2380,Haryana,Living Area
Gurgaon,Gurgaon,Residential,810000.00,Furnished,4,1,,1,1,,0,2910,Haryana,Living Area
Gurgaon,Gurgaon,Residential,796000.00,Unfurnished,4,1,,1,0,,1,3670,Haryana,Living Area
Gurgaon,Gurgaon,Residential,791500.00,Unfurnished,4,1,,1,0,,1,1510,Haryana,Living Area
Gurgaon,Gurgaon,Residential,780000.00,Unfurnished,4,1,,1,0,,1,2270,Haryana,Living Area
Gurgaon,Gurgaon,Residential,780000.00,Unfurnished,4,1,,0,1,,1,3390,Haryana,Living Area
Gurgaon,Gurgaon,Residential,765000.00,Unfurnished,5,1,,0,1,,0,2440,Haryana,Living Area
Gurgaon,Gurgaon,Residential,760000.00,Furnished,2,1,,0,0,,0,1410,Haryana,Living Area
Gurgaon,Gurgaon,Residential,750000.00,Unfurnished,3,1,,0,0,,0,3270,Haryana,Living Area
Gurgaon,Gurgaon,Residential,740000.00,Furnished,5,1,,1,0,,1,2720,Haryana,Living Area
Gurgaon,Gurgaon,Residential,730000.00,Unfurnished,4,1,,1,0,,1,3550,Haryana,Living Area
Gurgaon,Gurgaon,Residential,725000.00,Furnished,4,1,,1,1,,0,2990,Haryana,Living Area
Gurgaon,Gurgaon,Residential,700000.00,Furnished,3,1,,1,0,,1,2190,Haryana,Living Area
Gurgaon,Gurgaon,Residential,699000.00,Unfurnished,3,1,,0,0,,1,2580,Haryana,Living Area
Gurgaon,Gurgaon,Residential,690000.00,Unfurnished,4,1,,1,1,,0,3730,Haryana,Living Area
Gurgaon,Gurgaon,Residential,667400.00,Unfurnished,4,1,,0,0,,1,2660,Haryana,Living Area
Gurgaon,Gurgaon,Residential,667000.00,Unfurnished,3,1,,1,0,,0,2510,Haryana,Living Area
Gurgaon,Gurgaon,Residential,645000.00,Unfurnished,3,1,,1,1,,1,2070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,640000.00,Furnished,3,1,,1,1,,1,2390,Haryana,Living Area
Gurgaon,Gurgaon,Residential,639000.00,Furnished,4,1,,1,1,,0,2210,Haryana,Living Area
Gurgaon,Gurgaon,Residential,625000.00,Unfurnished,5,1,,1,0,,1,3240,Haryana,Living Area
Gurgaon,Gurgaon,Residential,620000.00,Unfurnished,3,1,,0,1,,0,2190,Haryana,Living Area
Gurgaon,Gurgaon,Residential,615000.00,Unfurnished,3,1,,0,1,,1,1470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,610000.00,Unfurnished,5,1,,0,1,,1,2930,Haryana,Living Area
Gurgaon,Gurgaon,Residential,590000.00,Unfurnished,3,1,,0,0,,1,2300,Haryana,Living Area
Gurgaon,Gurgaon,Residential,588000.00,Unfurnished,4,1,,0,1,,1,2580,Haryana,Living Area
Gurgaon,Gurgaon,Residential,585000.00,Furnished,3,1,,0,0,,0,1740,Haryana,Living Area
Gurgaon,Gurgaon,Residential,568000.00,Unfurnished,3,1,,1,1,,1,1930,Haryana,Living Area
Gurgaon,Gurgaon,Residential,540000.00,Unfurnished,4,1,,0,0,,1,2600,Haryana,Living Area
Gurgaon,Gurgaon,Residential,518380.00,Furnished,4,1,,1,0,,0,2810,Haryana,Living Area
Gurgaon,Gurgaon,Residential,503045.00,Furnished,3,1,,1,0,,0,1560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,495000.00,Unfurnished,3,1,,1,1,,1,2240,Haryana,Living Area
Gurgaon,Gurgaon,Residential,487000.00,Unfurnished,3,1,,0,0,,1,1770,Haryana,Living Area
Gurgaon,Gurgaon,Residential,481000.00,Unfurnished,3,1,,1,0,,1,2290,Haryana,Living Area
Gurgaon,Gurgaon,Residential,480000.00,Unfurnished,3,1,,1,0,,1,1580,Haryana,Living Area
Gurgaon,Gurgaon,Residential,475000.00,Unfurnished,3,1,,0,0,,0,2630,Haryana,Living Area
Gurgaon,Gurgaon,Residential,470000.00,Furnished,4,1,,1,1,,0,1850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,470000.00,Unfurnished,5,1,,0,1,,0,3910,Haryana,Living Area
Gurgaon,Gurgaon,Residential,459000.00,Unfurnished,2,1,,1,1,,1,1480,Haryana,Living Area
Gurgaon,Gurgaon,Residential,452000.00,Furnished,3,1,,0,0,,1,2270,Haryana,Living Area
Gurgaon,Gurgaon,Residential,451000.00,Furnished,5,1,,1,0,,0,2260,Haryana,Living Area
Gurgaon,Gurgaon,Residential,447500.00,Furnished,3,1,,1,0,,1,2320,Haryana,Living Area
Gurgaon,Gurgaon,Residential,440000.00,Furnished,3,1,,1,0,,1,1790,Haryana,Living Area
Gurgaon,Gurgaon,Residential,434000.00,Unfurnished,3,1,,0,0,,0,1830,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.00,Unfurnished,3,1,,1,0,,1,1380,Haryana,Living Area
Gurgaon,Gurgaon,Residential,420000.00,Furnished,4,1,,1,1,,1,2280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,399950.00,Furnished,4,1,,1,1,,0,1850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,389000.00,Unfurnished,2,1,,0,0,,0,1340,Haryana,Living Area
Gurgaon,Gurgaon,Residential,380000.00,Furnished,3,1,,1,1,,1,920,Haryana,Living Area
Gurgaon,Gurgaon,Residential,380000.00,Furnished,3,1,,0,0,,1,1750,Haryana,Living Area
Gurgaon,Gurgaon,Residential,372500.00,Unfurnished,2,1,,0,1,,1,1400,Haryana,Living Area
Gurgaon,Gurgaon,Residential,365000.00,Unfurnished,2,1,,1,0,,0,980,Haryana,Living Area
Gurgaon,Gurgaon,Residential,360000.00,Unfurnished,3,1,,1,0,,0,1300,Haryana,Living Area
Gurgaon,Gurgaon,Residential,358000.00,Unfurnished,2,1,,0,1,,0,1278,Haryana,Living Area
Gurgaon,Gurgaon,Residential,356200.00,Furnished,3,1,,1,1,,1,1690,Haryana,Living Area
Gurgaon,Gurgaon,Residential,350000.00,Furnished,3,1,,0,1,,1,2100,Haryana,Living Area
Gurgaon,Gurgaon,Residential,350000.00,Unfurnished,2,1,,1,1,,1,1280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,349000.00,Unfurnished,4,1,,0,0,,1,2280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,339950.00,Unfurnished,3,1,,0,1,,1,1320,Haryana,Living Area
Gurgaon,Gurgaon,Residential,337000.00,Unfurnished,4,1,,0,1,,1,2610,Haryana,Living Area
Gurgaon,Gurgaon,Residential,336000.00,Furnished,4,1,,0,0,,1,1780,Haryana,Living Area
Gurgaon,Gurgaon,Residential,335000.00,Furnished,2,1,,0,0,,1,1380,Haryana,Living Area
Gurgaon,Gurgaon,Residential,335000.00,Furnished,3,1,,1,0,,0,2060,Haryana,Living Area
Gurgaon,Gurgaon,Residential,324950.00,Unfurnished,4,1,,0,0,,0,2229,Haryana,Living Area
Gurgaon,Gurgaon,Residential,319950.00,Furnished,4,1,,0,1,,1,2038,Haryana,Living Area
Gurgaon,Gurgaon,Residential,305000.00,Furnished,4,1,,0,1,,1,2100,Haryana,Living Area
Gurgaon,Gurgaon,Residential,302282.00,Unfurnished,2,1,,0,0,,1,1095,Haryana,Living Area
Gurgaon,Gurgaon,Residential,302000.00,Furnished,3,1,,1,0,,0,1110,Haryana,Living Area
Gurgaon,Gurgaon,Residential,299000.00,Furnished,2,1,,1,0,,1,1070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,298000.00,Unfurnished,3,1,,1,0,,0,1852,Haryana,Living Area
Gurgaon,Gurgaon,Residential,295000.00,Unfurnished,4,1,,1,1,,1,1850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,294000.00,Furnished,2,1,,0,1,,1,850,Haryana,Living Area
Gurgaon,Gurgaon,Residential,291750.00,Furnished,3,1,,0,1,,0,1310,Haryana,Living Area
Gurgaon,Gurgaon,Residential,289000.00,Furnished,3,1,,0,0,,0,1690,Haryana,Living Area
Gurgaon,Gurgaon,Residential,279500.00,Unfurnished,3,1,,1,1,,1,1200,Haryana,Living Area
Gurgaon,Gurgaon,Residential,279000.00,Furnished,3,1,,1,1,,1,1320,Haryana,Living Area
Gurgaon,Gurgaon,Residential,279000.00,Furnished,4,1,,0,0,,0,1560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,275000.00,Furnished,3,1,,1,1,,0,1000,Haryana,Living Area
Gurgaon,Gurgaon,Residential,272000.00,Furnished,4,1,,0,0,,1,2115,Haryana,Living Area
Gurgaon,Gurgaon,Residential,269950.00,Unfurnished,3,1,,1,0,,0,1660,Haryana,Living Area
Gurgaon,Gurgaon,Residential,269950.00,Furnished,3,1,,0,1,,0,1760,Haryana,Living Area
Gurgaon,Gurgaon,Residential,265000.00,Furnished,3,1,,0,0,,0,1780,Haryana,Living Area
Gurgaon,Gurgaon,Residential,265000.00,Unfurnished,3,1,,1,0,,0,2200,Haryana,Living Area
Gurgaon,Gurgaon,Residential,258000.00,Furnished,3,1,,1,0,,1,1390,Haryana,Living Area
Gurgaon,Gurgaon,Residential,257500.00,Furnished,4,1,,0,1,,0,1360,Haryana,Living Area
Gurgaon,Gurgaon,Residential,255000.00,Furnished,4,1,,0,1,,1,1760,Haryana,Living Area
Gurgaon,Gurgaon,Residential,250000.00,Furnished,3,1,,1,1,,1,1250,Haryana,Living Area
Gurgaon,Gurgaon,Residential,215000.00,Unfurnished,4,1,,1,0,,0,1500,Haryana,Living Area
Gurgaon,Gurgaon,Residential,215000.00,Furnished,4,1,,1,1,,0,1610,Haryana,Living Area
Gurgaon,Gurgaon,Residential,209950.00,Furnished,3,1,,1,0,,0,1570,Haryana,Living Area
Gurgaon,Gurgaon,Residential,209950.00,Furnished,4,1,,1,0,,1,1630,Haryana,Living Area
Gurgaon,Gurgaon,Residential,196000.00,Unfurnished,3,1,,1,1,,0,2070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,189900.00,Furnished,2,1,,0,1,,0,1000,Haryana,Living Area
Gurgaon,Gurgaon,Residential,187000.00,Unfurnished,3,1,,1,1,,0,1730,Haryana,Living Area
Gurgaon,Gurgaon,Residential,150000.00,Unfurnished,2,1,,0,0,,1,1360,Haryana,Living Area
Gurgaon,Gurgaon,Residential,86500.00,Unfurnished,3,1,,1,1,,1,840,Haryana,Living Area
Gurgaon,Gurgaon,Residential,991700.00,Unfurnished,4,1,,1,0,,1,2290,Haryana,Living Area
Gurgaon,Gurgaon,Residential,899000.00,Unfurnished,4,1,,1,1,,1,2580,Haryana,Living Area
Gurgaon,Gurgaon,Residential,889950.00,Furnished,4,1,,0,0,,1,3080,Haryana,Living Area
Gurgaon,Gurgaon,Residential,879950.00,Unfurnished,4,1,,0,0,,0,3020,Haryana,Living Area
Gurgaon,Gurgaon,Residential,872000.00,Unfurnished,4,1,,1,0,,0,3770,Haryana,Living Area
Gurgaon,Gurgaon,Residential,865000.00,Unfurnished,3,1,,1,1,,1,3830,Haryana,Living Area
Gurgaon,Gurgaon,Residential,850000.00,Furnished,4,1,,1,0,,1,3380,Haryana,Living Area
Gurgaon,Gurgaon,Residential,850000.00,Furnished,4,1,,0,0,,0,2500,Haryana,Living Area
Gurgaon,Gurgaon,Residential,820000.00,Furnished,2,1,,1,0,,1,2210,Haryana,Living Area
Gurgaon,Gurgaon,Residential,813500.00,Furnished,4,1,,0,1,,1,2530,Haryana,Living Area
Gurgaon,Gurgaon,Residential,778000.00,Furnished,3,1,,1,1,,0,1840,Haryana,Living Area
Gurgaon,Gurgaon,Residential,769995.00,Unfurnished,5,1,,1,0,,0,3360,Haryana,Living Area
Gurgaon,Gurgaon,Residential,769995.00,Furnished,5,1,,1,1,,1,3010,Haryana,Living Area
Gurgaon,Gurgaon,Residential,768000.00,Furnished,5,1,,1,1,,0,3030,Haryana,Living Area
Gurgaon,Gurgaon,Residential,750000.00,Furnished,2,1,,1,0,,0,2630,Haryana,Living Area
Gurgaon,Gurgaon,Residential,748000.00,Unfurnished,4,1,,1,0,,0,3170,Haryana,Living Area
Gurgaon,Gurgaon,Residential,705000.00,Furnished,3,1,,1,0,,0,2180,Haryana,Living Area
Gurgaon,Gurgaon,Residential,690000.00,Furnished,3,1,,0,1,,0,1300,Haryana,Living Area
Gurgaon,Gurgaon,Residential,685000.00,Furnished,3,1,,0,1,,1,3450,Haryana,Living Area
Gurgaon,Gurgaon,Residential,653750.00,Furnished,4,1,,0,1,,0,2460,Haryana,Living Area
Gurgaon,Gurgaon,Residential,625000.00,Furnished,4,1,,0,1,,0,1410,Haryana,Living Area
Gurgaon,Gurgaon,Residential,610360.00,Furnished,4,1,,1,0,,1,2610,Haryana,Living Area
Gurgaon,Gurgaon,Residential,590000.00,Unfurnished,3,1,,1,1,,0,2420,Haryana,Living Area
Gurgaon,Gurgaon,Residential,587100.00,Furnished,2,1,,0,1,,0,1190,Haryana,Living Area
Gurgaon,Gurgaon,Residential,585000.00,Furnished,4,1,,0,1,,1,1860,Haryana,Living Area
Gurgaon,Gurgaon,Residential,577500.00,Unfurnished,3,1,,1,1,,0,2000,Haryana,Living Area
Gurgaon,Gurgaon,Residential,575000.00,Furnished,3,1,,0,0,,1,2680,Haryana,Living Area
Gurgaon,Gurgaon,Residential,562000.00,Furnished,3,1,,0,0,,1,3290,Haryana,Living Area
Gurgaon,Gurgaon,Residential,557000.00,Furnished,3,1,,1,1,,1,1630,Haryana,Living Area
Gurgaon,Gurgaon,Residential,552500.00,Unfurnished,3,1,,1,0,,0,2700,Haryana,Living Area
Gurgaon,Gurgaon,Residential,551000.00,Unfurnished,4,1,,1,1,,1,1470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,550000.00,Unfurnished,3,1,,0,0,,0,1420,Haryana,Living Area
Gurgaon,Gurgaon,Residential,549950.00,Unfurnished,4,1,,0,0,,0,3906,Haryana,Living Area
Gurgaon,Gurgaon,Residential,548000.00,Unfurnished,2,1,,1,0,,1,1470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,545000.00,Unfurnished,4,1,,1,0,,1,3410,Haryana,Living Area
Gurgaon,Gurgaon,Residential,535000.00,Furnished,2,1,,0,1,,0,2560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,530000.00,Unfurnished,4,1,,1,0,,1,2370,Haryana,Living Area
Gurgaon,Gurgaon,Residential,500000.00,Unfurnished,3,1,,0,0,,0,1580,Haryana,Living Area
Gurgaon,Gurgaon,Residential,490000.00,Unfurnished,4,1,,0,0,,1,2510,Haryana,Living Area
Gurgaon,Gurgaon,Residential,485000.00,Furnished,4,1,,0,1,,0,2420,Haryana,Living Area
Gurgaon,Gurgaon,Residential,480000.00,Unfurnished,3,1,,0,1,,1,1640,Haryana,Living Area
Gurgaon,Gurgaon,Residential,465000.00,Unfurnished,3,1,,0,0,,0,2150,Haryana,Living Area
Gurgaon,Gurgaon,Residential,455000.00,Furnished,4,1,,1,1,,0,2480,Haryana,Living Area
Gurgaon,Gurgaon,Residential,455000.00,Unfurnished,4,1,,0,0,,1,2090,Haryana,Living Area
Gurgaon,Gurgaon,Residential,450000.00,Furnished,3,1,,0,1,,1,1760,Haryana,Living Area
Gurgaon,Gurgaon,Residential,449950.00,Furnished,3,1,,0,0,,1,1530,Haryana,Living Area
Gurgaon,Gurgaon,Residential,440000.00,Furnished,3,1,,1,0,,0,2070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,439950.00,Furnished,3,1,,0,1,,0,1540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,435000.00,Furnished,4,1,,0,1,,1,2440,Haryana,Living Area
Gurgaon,Gurgaon,Residential,433500.00,Unfurnished,3,1,,1,0,,1,1230,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.00,Furnished,3,1,,0,0,,1,1540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.00,Furnished,5,1,,0,1,,0,1340,Haryana,Living Area
Gurgaon,Gurgaon,Residential,425000.00,Furnished,3,1,,1,1,,0,1280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,424900.00,Unfurnished,4,1,,1,0,,1,2950,Haryana,Living Area
Gurgaon,Gurgaon,Residential,420000.00,Furnished,2,1,,0,0,,0,1060,Haryana,Living Area
Gurgaon,Gurgaon,Residential,420000.00,Furnished,4,1,,0,1,,1,2030,Haryana,Living Area
Gurgaon,Gurgaon,Residential,415000.00,Furnished,3,1,,1,1,,1,1470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,411000.00,Unfurnished,3,1,,0,0,,0,1490,Haryana,Living Area
Gurgaon,Gurgaon,Residential,410000.00,Unfurnished,3,1,,0,1,,1,1790,Haryana,Living Area
Gurgaon,Gurgaon,Residential,394950.00,Unfurnished,3,1,,0,1,,1,1090,Haryana,Living Area
Gurgaon,Gurgaon,Residential,394000.00,Unfurnished,3,1,,1,0,,0,1160,Haryana,Living Area
Gurgaon,Gurgaon,Residential,391000.00,Furnished,2,1,,1,1,,0,890,Haryana,Living Area
Gurgaon,Gurgaon,Residential,390000.00,Furnished,4,1,,1,0,,0,1840,Haryana,Living Area
Gurgaon,Gurgaon,Residential,389999.00,Unfurnished,4,1,,1,0,,1,1890,Haryana,Living Area
Gurgaon,Gurgaon,Residential,379500.00,Furnished,3,1,,0,0,,1,1830,Haryana,Living Area
Gurgaon,Gurgaon,Residential,375000.00,Furnished,5,1,,1,0,,1,2840,Haryana,Living Area
Gurgaon,Gurgaon,Residential,375000.00,Furnished,3,1,,0,0,,1,1110,Haryana,Living Area
Gurgaon,Gurgaon,Residential,355000.00,Unfurnished,3,1,,0,0,,0,940,Haryana,Living Area
Gurgaon,Gurgaon,Residential,350000.00,Unfurnished,3,1,,0,1,,0,1130,Haryana,Living Area
Gurgaon,Gurgaon,Residential,344000.00,Furnished,2,1,,1,1,,0,1060,Haryana,Living Area
Gurgaon,Gurgaon,Residential,337000.00,Unfurnished,3,1,,1,0,,0,1470,Haryana,Living Area
Gurgaon,Gurgaon,Residential,335000.00,Unfurnished,3,1,,1,0,,0,1400,Haryana,Living Area
Gurgaon,Gurgaon,Residential,325000.00,Unfurnished,3,1,,1,0,,0,2330,Haryana,Living Area
Gurgaon,Gurgaon,Residential,324000.00,Furnished,3,1,,1,0,,1,1540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,310000.00,Furnished,3,1,,1,1,,1,1990,Haryana,Living Area
Gurgaon,Gurgaon,Residential,310000.00,Unfurnished,2,1,,0,0,,0,1560,Haryana,Living Area
Gurgaon,Gurgaon,Residential,302000.00,Unfurnished,3,1,,0,1,,0,2140,Haryana,Living Area
Gurgaon,Gurgaon,Residential,299000.00,Unfurnished,3,1,,0,1,,1,1940,Haryana,Living Area
Gurgaon,Gurgaon,Residential,295000.00,Furnished,4,1,,1,1,,0,1830,Haryana,Living Area
Gurgaon,Gurgaon,Residential,282500.00,Unfurnished,3,1,,1,0,,0,1670,Haryana,Living Area
Gurgaon,Gurgaon,Residential,281000.00,Unfurnished,3,1,,1,1,,0,1760,Haryana,Living Area
Gurgaon,Gurgaon,Residential,280000.00,Unfurnished,2,1,,1,0,,1,2280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,272925.00,Furnished,2,1,,0,1,,1,1280,Haryana,Living Area
Gurgaon,Gurgaon,Residential,272000.00,Unfurnished,3,1,,1,0,,1,1790,Haryana,Living Area
Gurgaon,Gurgaon,Residential,259000.00,Unfurnished,2,1,,0,1,,0,1210,Haryana,Living Area
Gurgaon,Gurgaon,Residential,256000.00,Furnished,3,1,,0,1,,1,880,Haryana,Living Area
Gurgaon,Gurgaon,Residential,250000.00,Furnished,3,1,,1,1,,0,2030,Haryana,Living Area
Gurgaon,Gurgaon,Residential,249000.00,Furnished,4,1,,0,0,,0,1860,Haryana,Living Area
Gurgaon,Gurgaon,Residential,240000.00,Unfurnished,3,1,,1,0,,0,1260,Haryana,Living Area
Gurgaon,Gurgaon,Residential,239950.00,Unfurnished,4,1,,1,1,,0,1460,Haryana,Living Area
Gurgaon,Gurgaon,Residential,230000.00,Unfurnished,2,1,,1,1,,0,1430,Haryana,Living Area
Gurgaon,Gurgaon,Residential,225500.00,Furnished,4,1,,0,1,,0,1440,Haryana,Living Area
Gurgaon,Gurgaon,Residential,224950.00,Unfurnished,4,1,,1,1,,1,2260,Haryana,Living Area
Gurgaon,Gurgaon,Residential,223000.00,Furnished,4,1,,1,1,,0,1200,Haryana,Living Area
Gurgaon,Gurgaon,Residential,215000.00,Unfurnished,3,1,,1,0,,1,1430,Haryana,Living Area
Gurgaon,Gurgaon,Residential,188500.00,Unfurnished,2,1,,1,1,,0,1240,Haryana,Living Area
Gurgaon,Gurgaon,Residential,170000.00,Furnished,4,1,,0,0,,1,1920,Haryana,Living Area
Gurgaon,Gurgaon,Residential,165000.00,Furnished,4,1,,0,0,,0,1000,Haryana,Living Area
Gurgaon,Gurgaon,Residential,163500.00,Unfurnished,2,1,,1,1,,1,1050,Haryana,Living Area
Gurgaon,Gurgaon,Residential,974350.00,Unfurnished,4,1,,1,1,,1,3090,Haryana,Living Area
Gurgaon,Gurgaon,Residential,963990.00,Furnished,4,1,,1,0,,0,3830,Haryana,Living Area
Gurgaon,Gurgaon,Residential,905000.00,Unfurnished,4,1,,1,0,,1,3520,Haryana,Living Area
Gurgaon,Gurgaon,Residential,895990.00,Furnished,4,1,,0,1,,0,3555,Haryana,Living Area
Gurgaon,Gurgaon,Residential,850000.00,Unfurnished,2,1,,1,1,,1,3360,Haryana,Living Area
Gurgaon,Gurgaon,Residential,845000.00,Unfurnished,3,1,,1,1,,0,3460,Haryana,Living Area
Gurgaon,Gurgaon,Residential,845000.00,Unfurnished,4,1,,1,1,,0,2940,Haryana,Living Area
Gurgaon,Gurgaon,Residential,835000.00,Furnished,5,1,,0,0,,1,3600,Haryana,Living Area
Gurgaon,Gurgaon,Residential,825000.00,Unfurnished,4,1,,0,0,,1,2770,Haryana,Living Area
Gurgaon,Gurgaon,Residential,825000.00,Unfurnished,3,1,,1,1,,0,3730,Haryana,Living Area
Gurgaon,Gurgaon,Residential,798000.00,Unfurnished,4,1,,0,0,,0,3500,Haryana,Living Area
Gurgaon,Gurgaon,Residential,790000.00,Unfurnished,4,1,,0,1,,1,2640,Haryana,Living Area
Gurgaon,Gurgaon,Residential,784000.00,Furnished,4,1,,1,0,,0,3540,Haryana,Living Area
Gurgaon,Gurgaon,Residential,780000.00,Furnished,3,1,,0,1,,1,1970,Haryana,Living Area
Gurgaon,Gurgaon,Residential,775000.00,Unfurnished,4,1,,1,0,,1,2070,Haryana,Living Area
Gurgaon,Gurgaon,Residential,759900.00,Unfurnished,4,1,,0,1,,0,3000,Haryana,Living Area
Gurgaon,Gurgaon,Residential,725000.00,Unfurnished,4,1,,0,0,,1,3300,Haryana,Living Area
Gurgaon,Gurgaon,Residential,716000.00,Unfurnished,3,1,,0,1,,1,2270,Haryana,Living Area
