City,Locality,Property Type,Price,Furnishing Status,Number of Rooms,Number of Bathroom,Balcony,Clubhouse,Swimming Pool,"""Kids Play Areas""",Parking,Area (Sq.Ft.),Area Type,State
Ahmedabad,Ambawadi,Commercial,0,Semi-Furnished,0,0,Individual,0,0,0,5,3000.0,Built-up Area,Gujarat
Ahmedabad,Shilaj,Residential,27500000,Semi-Furnished,4,3,Individual,0,0,0,5,2178.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,678000,Unfurnished,3,3,Connected,0,0,1,0,1233.0,Plot Area,Gujarat
Ahmedabad,Dhandhuka,Residential,509000,Unfurnished,3,3,Connected,0,0,0,0,1019.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,2500000,Unfurnished,3,3,Connected,0,0,0,0,8451.0,Plot Area,Gujarat
Ahmedabad,Maninagar,Residential,20000000,Unfurnished,4,4,Connected,0,0,0,3,1800.0,Built-up Area,Gujarat
Ahmedabad,Ambli,Residential,96000000,Unfurnished,5,5,Connected,0,0,0,3,8015.0,Built-up Area,Gujarat
Ahmedabad,Anand Nagar,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,879.0,Plot Area,Gujarat
Ahmedabad,Gurukul,Residential,8000000,Furnished,3,2,Connected,0,0,0,0,1087.0,Carpet Area,Gujarat
Ahmedabad,New Ranip,Residential,6200000,Semi-Furnished,2,2,Connected,0,0,0,2,1215.0,Built-up Area,Gujarat
Ahmedabad,Anand Nagar,Residential,10500000,Furnished,3,3,Room-attached,0,0,0,2,1350.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,555000,Unfurnished,3,3,Connected,0,0,0,0,1111.0,Plot Area,Gujarat
Ahmedabad,South Bopal,Residential,8200000,Semi-Furnished,3,3,Connected,0,0,0,2,1000.0,Built-up Area,Gujarat
Ahmedabad,Anand Nagar,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1231.0,Plot Area,Gujarat
Ahmedabad,Prahlad Nagar,Commercial,0,Furnished,0,0,No Balcony,0,0,0,5,6300.0,Built-up Area,Gujarat
Ahmedabad,New Ranip,Residential,4300000,Semi-Furnished,2,2,Room-attached,0,0,0,2,1062.0,Built-up Area,Gujarat
Ahmedabad,New Vadaj,Residential,12300000,Furnished,3,3,Room-attached,0,0,0,2,2000.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,2900000,Unfurnished,3,3,Connected,0,0,0,0,8955.0,Plot Area,Gujarat
Ahmedabad,Zundal,Residential,6800000,Unfurnished,3,3,Individual,0,0,1,2,850.0,Carpet Area,Gujarat
Ahmedabad,Shyamal,Residential,11000000,Furnished,3,3,Connected,0,0,0,2,1485.0,Built-up Area,Gujarat
Ahmedabad,Science City,Commercial,0,Furnished,0,0,No Balcony,0,0,0,2,745.0,Built-up Area,Gujarat
Ahmedabad,Dhandhuka,Residential,500000,Unfurnished,3,3,Connected,0,0,0,0,970.0,Plot Area,Gujarat
Ahmedabad,Bodakdev,Residential,15000000,Furnished,3,3,Connected,0,0,0,2,2200.0,Built-up Area,Gujarat
Ahmedabad,Shilaj,Residential,27600000,Furnished,4,3,Connected,0,0,0,0,2260.0,Built-up Area,Gujarat
Ahmedabad,Gota,Residential,6500000,Furnished,2,2,Connected,0,0,0,1,1189.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,1990000,Unfurnished,3,3,Connected,1,0,1,0,2700.0,Plot Area,Gujarat
Ahmedabad,Nikol Kathwada,Residential,5999000,Unfurnished,3,3,Individual,0,0,0,2,1404.0,Built-up Area,Gujarat
Ahmedabad,South Bopal,Residential,9500000,Semi-Furnished,3,3,Room-attached,0,0,0,3,1800.0,Built-up Area,Gujarat
Ahmedabad,Bhadaj,Residential,77500000,Furnished,4,4,Connected,0,0,0,4,6876.0,Built-up Area,Gujarat
Ahmedabad,New Ranip,Residential,4700000,Furnished,2,2,Connected,0,0,0,0,1035.0,Built-up Area,Gujarat
Ahmedabad,Law Garden,Residential,25500000,Semi-Furnished,4,2,Connected,0,0,0,2,3525.0,Built-up Area,Gujarat
Ahmedabad,Ahmedabad Cantonment,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,957.0,Plot Area,Gujarat
Ahmedabad,Navrangpura,Residential,22500000,Unfurnished,4,4,Connected,0,0,0,2,2929.0,Built-up Area,Gujarat
Ahmedabad,Laxmanpura,Residential,374000000,Unfurnished,3,3,Connected,0,0,0,0,428400.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1419.0,Plot Area,Gujarat
Ahmedabad,Zundal,Residential,7175000,Unfurnished,3,3,Individual,1,0,1,2,1845.0,Built-up Area,Gujarat
Ahmedabad,Anand Nagar,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1299.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,2500000,Unfurnished,3,3,Connected,0,0,0,0,8640.0,Plot Area,Gujarat
Ahmedabad,Thaltej,Residential,42000000,Furnished,4,4,Connected,0,0,0,2,4200.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1000.0,Plot Area,Gujarat
Ahmedabad,Shilaj,Residential,913700000,Unfurnished,3,3,Connected,0,0,0,0,96750.0,Plot Area,Gujarat
Ahmedabad,C G Road,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,7254.0,Plot Area,Gujarat
Ahmedabad,Manipur,Residential,912000000,Unfurnished,3,3,Connected,0,0,0,0,891000.0,Plot Area,Gujarat
Ahmedabad,Satellite,Residential,652500000,Unfurnished,3,3,Connected,0,0,0,0,40500.0,Plot Area,Gujarat
Ahmedabad,Gulbai Tekra,Residential,52500000,Unfurnished,3,3,Connected,0,0,0,0,3600.0,Plot Area,Gujarat
Ahmedabad,Sanathal,Residential,105000000,Unfurnished,3,3,Connected,0,0,0,0,15300.0,Plot Area,Gujarat
Ahmedabad,Bodakdev,Residential,65500000,Unfurnished,3,3,Connected,0,0,0,0,6210.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1242.0,Plot Area,Gujarat
Ahmedabad,Ramdev Nagar,Residential,25000000,Furnished,4,3,Connected,0,0,0,3,5000.0,Built-up Area,Gujarat
Ahmedabad,Dhandhuka,Residential,682000,Unfurnished,3,3,Connected,0,0,0,0,1365.0,Plot Area,Gujarat
Ahmedabad,Gota,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,34200.0,Plot Area,Gujarat
Ahmedabad,Ambli Road,Residential,445000000,Furnished,4,4,Connected,0,0,0,5,18000.0,Carpet Area,Gujarat
Ahmedabad,Saraspur,Residential,3200000,Unfurnished,2,2,Individual,0,0,0,3,1150.0,Built-up Area,Gujarat
Ahmedabad,Ambli,Residential,27500000,Semi-Furnished,3,3,Connected,0,0,0,1,4500.0,Built-up Area,Gujarat
Ahmedabad,Shela,Residential,13600000,Unfurnished,4,4,Connected,0,0,0,5,3900.0,Built-up Area,Gujarat
Ahmedabad,Science City,Residential,51000000,Unfurnished,4,4,Connected,0,0,1,4,6669.0,Built-up Area,Gujarat
Ahmedabad,Ahmedabad Cantonment,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,949.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,500000,Unfurnished,3,3,Connected,0,0,0,0,1290.0,Plot Area,Gujarat
Ahmedabad,Jagatpur,Residential,600000000,Unfurnished,3,3,Connected,0,0,0,0,36000.0,Plot Area,Gujarat
Ahmedabad,Jagatpur,Residential,3300000,Unfurnished,1,1,Connected,0,0,0,2,630.0,Built-up Area,Gujarat
Ahmedabad,Bhavanpur,Residential,77000000,Unfurnished,3,3,Connected,0,0,0,0,31500.0,Plot Area,Gujarat
Ahmedabad,Gota,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,27000.0,Plot Area,Gujarat
Ahmedabad,Bagodara,Residential,450000000,Unfurnished,3,3,Connected,0,0,0,0,23256.0,Plot Area,Gujarat
Ahmedabad,S G Highway,Commercial,0,Furnished,0,0,No Balcony,0,0,0,2,1609.0,Built-up Area,Gujarat
Ahmedabad,Ambawadi,Residential,62500000,Furnished,6,6,Room-attached,0,0,0,6,3710.0,Built-up Area,Gujarat
Ahmedabad,Corporate Road,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,64800.0,Plot Area,Gujarat
Ahmedabad,Dahegam,Residential,260000000,Unfurnished,3,3,Connected,0,0,0,0,428400.0,Plot Area,Gujarat
Ahmedabad,Chandkheda,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,7470.0,Plot Area,Gujarat
Ahmedabad,Ognaj,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,225000.0,Plot Area,Gujarat
Ahmedabad,Mithakhali,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,9450.0,Plot Area,Gujarat
Ahmedabad,Shela,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,243000.0,Plot Area,Gujarat
Ahmedabad,Ambawadi,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,8604.0,Plot Area,Gujarat
Ahmedabad,Kolat,Residential,123400000,Unfurnished,3,3,Connected,0,0,0,0,51660.0,Plot Area,Gujarat
Ahmedabad,Prahlad Nagar,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,64800.0,Plot Area,Gujarat
Ahmedabad,Palodia,Residential,550000000,Unfurnished,3,3,Connected,0,0,0,0,90000.0,Plot Area,Gujarat
Ahmedabad,Ambli,Residential,500000000,Unfurnished,3,3,Connected,0,0,0,0,22500.0,Plot Area,Gujarat
Ahmedabad,Mumatpura,Residential,500000000,Unfurnished,3,3,Connected,0,0,0,0,22500.0,Plot Area,Gujarat
Ahmedabad,Bavla,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,2313.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,981.0,Plot Area,Gujarat
Ahmedabad,Sindhubhavan,Residential,480000000,Unfurnished,3,3,Connected,0,0,0,0,21600.0,Plot Area,Gujarat
Ahmedabad,Ambli Road,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,8145.0,Plot Area,Gujarat
Ahmedabad,New Ranip,Residential,17000000,Semi-Furnished,4,3,Connected,0,0,0,2,1800.0,Plot Area,Gujarat
Ahmedabad,Maninagar,Residential,1426600000,Unfurnished,3,3,Connected,0,0,0,0,72000.0,Plot Area,Gujarat
Ahmedabad,Science City,Residential,-2147483648,Unfurnished,3,3,Connected,0,0,0,0,141948.0,Plot Area,Gujarat
Ahmedabad,Tragad,Residential,4500000,Unfurnished,2,2,Connected,0,0,0,1,1089.0,Built-up Area,Gujarat
Ahmedabad,Meghani Nagar,Residential,7500000,Semi-Furnished,3,3,Individual,0,0,0,2,1000.0,Plot Area,Gujarat
Ahmedabad,Navrangpura,Residential,135000000,Unfurnished,6,3,Connected,0,0,0,6,18000.0,Built-up Area,Gujarat
Ahmedabad,Narolgam,Residential,3200000,Unfurnished,2,2,Individual,1,1,1,2,1080.0,Saleable Area,Gujarat
Ahmedabad,Motera,Residential,33500000,Furnished,3,3,Connected,0,0,0,2,1800.0,Built-up Area,Gujarat
Ahmedabad,Gota,Residential,3500000,Semi-Furnished,1,1,Connected,0,0,0,0,324.0,Built-up Area,Gujarat
Ahmedabad,Vasna,Residential,5800000,Furnished,3,3,Connected,0,0,0,1,675.0,Carpet Area,Gujarat
Ahmedabad,Odhav,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,180000.0,Plot Area,Gujarat
Ahmedabad,Khodiyar,Residential,7400000,Unfurnished,3,3,Room-attached,0,0,0,1,1460.0,Built-up Area,Gujarat
Ahmedabad,Chandkheda,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,2,170.0,Built-up Area,Gujarat
Ahmedabad,Ranip,Residential,2500000,Semi-Furnished,1,2,Connected,0,0,0,2,430.556,Carpet Area,Gujarat
Ahmedabad,Janta Nagar,Residential,4700000,Unfurnished,2,2,Individual,0,0,0,1,1008.0,Built-up Area,Gujarat
Ahmedabad,Narol,Residential,3500000,Unfurnished,2,2,Connected,0,0,0,4,1260.0,Built-up Area,Gujarat
Ahmedabad,Ghatlodia,Residential,4750000,Unfurnished,2,2,"Connected,Individual,Room-attached",0,0,0,2,1008.0,Built-up Area,Gujarat
Ahmedabad,Shela,Residential,7300000,Semi-Furnished,3,3,Connected,0,0,0,1,789.0,Carpet Area,Gujarat
Ahmedabad,Ambawadi,Residential,9000000,Furnished,3,2,Room-attached,0,0,0,1,1250.0,Built-up Area,Gujarat
Ahmedabad,Nasmed,Residential,27000000,Unfurnished,1,2,Connected,1,1,1,1,9180.0,Built-up Area,Gujarat
Ahmedabad,Chandkheda,Residential,6500000,Semi-Furnished,2,3,Individual,0,0,0,2,1350.0,Built-up Area,Gujarat
Ahmedabad,Ashram Road,Commercial,0,Unfurnished,0,0,Connected,1,0,0,2,2500.0,Built-up Area,Gujarat
Ahmedabad,Shela,Residential,159640643,Unfurnished,5,5,"Connected,Room-attached",0,0,0,5,8359.0,Built-up Area,Gujarat
Ahmedabad,Bodakdev,Residential,60000000,Unfurnished,4,4,Connected,0,0,0,3,5472.0,Built-up Area,Gujarat
Ahmedabad,Jagatpur,Residential,8500000,Unfurnished,3,3,Room-attached,0,0,0,1,1982.0,Built-up Area,Gujarat
Ahmedabad,Zundal,Residential,7700000,Furnished,3,3,Connected,0,0,0,3,1080.0,Carpet Area,Gujarat
Ahmedabad,Ramdevnagar,Residential,5500000,Unfurnished,2,2,Connected,0,0,1,1,1053.0,Built-up Area,Gujarat
Ahmedabad,Near Nirma University On Sg Highway,Residential,15000000,Unfurnished,4,4,Connected,0,0,0,2,4000.0,Saleable Area,Gujarat
Ahmedabad,Dholera,Residential,700000,Unfurnished,3,3,Connected,0,0,0,0,1432.0,Plot Area,Gujarat
Ahmedabad,Adalaj,Residential,16000000,Unfurnished,4,4,Individual,1,0,1,2,5130.0,Built-up Area,Gujarat
Ahmedabad,Ambli Road,Residential,54000000,Unfurnished,5,5,Connected,0,0,0,2,6000.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,159640643,Unfurnished,3,3,Connected,0,0,0,0,1337.0,Plot Area,Gujarat
Ahmedabad,New Ranip,Residential,4700000,Furnished,2,2,Individual,0,0,0,2,1080.0,Saleable Area,Gujarat
Ahmedabad,Ramdevnagar,Residential,5500000,Unfurnished,2,2,Connected,0,0,0,1,1035.0,Built-up Area,Gujarat
Ahmedabad,New Ranip,Residential,4300000,Furnished,2,2,Connected,0,0,0,2,1115.0,Saleable Area,Gujarat
Ahmedabad,Shyamal,Commercial,0,Furnished,0,0,Connected,0,0,0,2,1871.0,Built-up Area,Gujarat
Ahmedabad,Motera,Residential,9400000,Unfurnished,3,3,Connected,1,1,1,2,894.0,Carpet Area,Gujarat
Ahmedabad,Gota,Commercial,0,Unfurnished,0,0,Connected,1,0,0,2,1178.0,Built-up Area,Gujarat
Ahmedabad,Dholera,Residential,1500000,Unfurnished,3,3,Connected,0,0,0,0,1791.0,Plot Area,Gujarat
Ahmedabad,Nadoliya,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,3000.0,Plot Area,Gujarat
Ahmedabad,Navrangpura,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,11772.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,6600000,Unfurnished,3,3,Connected,0,0,0,0,10820.0,Plot Area,Gujarat
Ahmedabad,Thaltej,Commercial,0,Furnished,0,0,"Connected,Individual",0,0,0,4,2700.0,Built-up Area,Gujarat
Ahmedabad,Mandal,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,2000.0,Plot Area,Gujarat
Ahmedabad,Ashram Road,Commercial,0,Unfurnished,0,0,Connected,0,0,0,2,1200.0,Built-up Area,Gujarat
Ahmedabad,Naranpura,Residential,15500000,Unfurnished,3,3,Connected,0,0,0,1,2052.0,Saleable Area,Gujarat
Ahmedabad,Dholera,Residential,600000,Unfurnished,3,3,Connected,0,0,0,0,1345.0,Plot Area,Gujarat
Ahmedabad,Ramdevnagar,Residential,5500000,Unfurnished,2,2,Connected,1,0,1,2,1080.0,Built-up Area,Gujarat
Ahmedabad,S G Highway,Residential,490000000,Unfurnished,3,3,Connected,0,0,0,0,25200.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,9000000,Unfurnished,3,3,Connected,0,0,0,0,10850.0,Plot Area,Gujarat
Ahmedabad,Dholera,Residential,1600000,Unfurnished,3,3,Connected,0,0,0,0,1881.0,Plot Area,Gujarat
Ahmedabad,Bopal,Residential,15500000,Semi-Furnished,3,3,Room-attached,0,0,0,2,2400.0,Saleable Area,Gujarat
Ahmedabad,Satellite,Residential,18000000,Furnished,3,3,Connected,0,0,0,3,2070.0,Built-up Area,Gujarat
Ahmedabad,Shahibaug,Residential,17100000,Furnished,3,3,Connected,0,0,0,1,1800.0,Carpet Area,Gujarat
Ahmedabad,Makarba,Residential,1452000000,Unfurnished,3,3,Connected,0,0,0,0,59400.0,Plot Area,Gujarat
Ahmedabad,Changodar,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,1,7000.0,Built-up Area,Gujarat
Ahmedabad,Memnagar,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,6750.0,Plot Area,Gujarat
Ahmedabad,Navrangpura,Commercial,0,Unfurnished,0,0,Connected,1,0,1,6,2500.0,Built-up Area,Gujarat
Ahmedabad,New Ranip,Residential,6500000,Unfurnished,2,2,Connected,0,0,0,1,1278.0,Plot Area,Gujarat
Ahmedabad,Chanakyapuri,Residential,5650000,Semi-Furnished,3,2,Connected,0,0,0,0,441.0,Built-up Area,Gujarat
Ahmedabad,Bopal,Residential,4158000,Unfurnished,2,3,Room-attached,1,1,1,2,1080.0,Saleable Area,Gujarat
Ahmedabad,Satellite,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,31500.0,Plot Area,Gujarat
Ahmedabad,Makarba,Residential,13000000,Unfurnished,3,3,"Connected,Individual",0,0,0,3,1915.0,Built-up Area,Gujarat
Ahmedabad,SarkheJ- Okaf,Residential,303300000,Unfurnished,3,3,Connected,0,0,0,0,46800.0,Plot Area,Gujarat
Ahmedabad,Motera,Residential,16800000,Furnished,4,4,Individual,0,0,0,2,3915.0,Built-up Area,Gujarat
Ahmedabad,Prahlad Nagar,Residential,100000000,Furnished,6,3,Connected,0,0,0,3,4860.0,Plot Area,Gujarat
Ahmedabad,Sp Ring Road,Residential,52500000,Unfurnished,3,3,Connected,1,1,1,0,4725.0,Plot Area,Gujarat
Ahmedabad,Chenpur,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,63000.0,Plot Area,Gujarat
Ahmedabad,Sindhubhavan,Residential,275000000,Furnished,4,4,Connected,0,0,0,5,16659.0,Plot Area,Gujarat
Ahmedabad,Ghuma,Residential,266800000,Unfurnished,3,3,Connected,0,0,0,0,41157.0,Plot Area,Gujarat
Ahmedabad,Thaltej,Residential,178200000,Unfurnished,3,3,Connected,0,0,0,0,6975.0,Plot Area,Gujarat
Ahmedabad,Piplaj,Commercial,0,Unfurnished,0,0,No Balcony,0,0,0,0,9000.0,Plot Area,Gujarat
Ahmedabad,Ambli,Residential,7200000,Unfurnished,3,3,Connected,1,0,1,2,1800.0,Saleable Area,Gujarat
